,year_country,year,final_total_points,semi_final,semi_draw_position,final_draw_position,country,artist_name,song_name,language,style,direct_qualifier_10,gender,main_singers,key,loudness_db,beats_per_min,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,backing_dancers,backing_singers,backing_instruments,instrument_10,qualified_10,final_televote_points,final_jury_points,final_televote_votes,final_jury_votes,final_place,semi_place,semi_televote_points,semi_jury_points,semi_total_points,favourite_10,host_10,lgbtqia+,normal_cluster,point_ratio
167,2018_North Macedonia,2018,,1.0,11.0,,North Macedonia,Eye Cue,Lost and Found,English,Pop,,Female,1,Ab Major,3,120.0,76.0,75.0,56.0,7.0,6.0,11.0,4.0,0,3,2,0,0.0,,,,,,18.0,6.0,18.0,24.0,0,0,,4.0,0.13973740621650589496
168,2018_Croatia,2018,,1.0,12.0,,Croatia,Franka,Crazy,English,Pop,,Female,1,A Minor,8,98.0,41.0,67.0,37.0,36.0,0.0,63.0,3.0,0,0,0,0,0.0,,,,,,17.0,17.0,46.0,63.0,0,0,,4.0,0.16737770193401592719
169,2018_Austria,2018,342.0,1.0,13.0,5.0,Austria,Cesar Sampson,Nobody but You,English,Pop,0.0,Male,1,B Minor,6,85.0,51.0,50.0,43.0,9.0,0.0,36.0,3.0,0,0,0,0,1.0,71.0,271.0,18.0,34.0,3.0,4.0,116.0,115.0,231.0,0,0,0.0,1.0,0.15319634703196347032
170,2018_Greece,2018,,1.0,14.0,,Greece,Yianna Terzi,Oniro mou,Greek,Pop,,Female,1,Db Minor,7,150.0,66.0,42.0,18.0,2.0,0.0,12.0,4.0,0,0,0,0,0.0,,,,,,14.0,53.0,28.0,81.0,0,0,,2.0,0.21553453711665233591
171,2018_Finland,2018,46.0,1.0,15.0,17.0,Finland,Saara Aalto,Monsters,English,Pop,0.0,Female,1,C Minor,4,122.0,73.0,58.0,27.0,1.0,0.0,6.0,4.0,4,0,0,0,1.0,23.0,23.0,4.0,6.0,25.0,10.0,73.0,35.0,108.0,0,0,1.0,2.0,0.13773840022772559066
172,2018_Armenia,2018,,1.0,16.0,,Armenia,Sevak Khanagyan,Qami,Armenian,Pop,,Male,1,D Minor,8,75.0,50.0,34.0,23.0,18.0,0.0,27.0,4.0,0,0,0,0,0.0,,,,,,15.0,41.0,38.0,79.0,0,0,,3.0,0.20807399723374827109
173,2018_Switzerland,2018,,1.0,17.0,,Switzerland,ZiBBZ,Stones,English,Pop,,Female,1,A Minor,6,84.0,81.0,49.0,56.0,4.0,0.0,18.0,5.0,0,0,1,0,0.0,,,,,,13.0,27.0,59.0,86.0,0,0,,0.0,0.19842683288809735827
174,2018_Ireland,2018,136.0,1.0,18.0,24.0,Ireland,Ryan O'Shaughnessy,Together,English,Traditional,0.0,Male,1,F Major,13,94.0,32.0,70.0,28.0,73.0,0.0,12.0,4.0,2,0,1,1,1.0,62.0,74.0,14.0,19.0,16.0,6.0,108.0,71.0,179.0,0,0,0.0,5.0,0.26095060577819198509
175,2018_Cyprus,2018,436.0,1.0,19.0,25.0,Cyprus,Eleni Foureira,Fuego,English,Pop,0.0,Female,1,B Minor,5,101.0,74.0,59.0,52.0,6.0,0.0,58.0,10.0,4,0,0,0,1.0,253.0,183.0,42.0,27.0,2.0,2.0,173.0,89.0,262.0,0,0,0.0,4.0,0.16113245517746066593
176,2018_Norway,2018,144.0,2.0,1.0,7.0,Norway,Alexander Rybak,That's How You Write a Song,English,Pop,0.0,Male,1,Bb Minor,10,104.0,61.0,74.0,96.0,1.0,0.0,6.0,5.0,4,0,0,1,1.0,84.0,60.0,18.0,12.0,15.0,1.0,133.0,133.0,266.0,0,0,0.0,3.0,0.19193803708729081863
177,2018_Romania,2018,,2.0,2.0,,Romania,The Humans,Goodbye,English,Pop,,Female,1,E Major,9,101.0,46.0,47.0,10.0,1.0,84.0,15.0,3.0,0,0,5,0,0.0,,,,,,11.0,40.0,67.0,107.0,0,0,,5.0,0.16539115646258503401
178,2018_Serbia,2018,113.0,2.0,3.0,10.0,Serbia,Sanja Ilic & Balkanika,Nova deca,Serbian,Traditional,0.0,Mix,2,B Minor,4,125.0,87.0,38.0,30.0,8.0,0.0,30.0,11.0,1,2,1,0,1.0,75.0,38.0,9.0,6.0,19.0,9.0,72.0,45.0,117.0,0,0,0.0,2.0,0.20875677506775067751
179,2018_San Marino,2018,,2.0,4.0,,San Marino,Jessika feat. Jenifer Brening,Who We Are,English,Pop,,Female,1,Ab Minor,6,127.0,75.0,67.0,61.0,5.0,0.0,16.0,4.0,2,1,0,0,0.0,,,,,,17.0,14.0,14.0,28.0,0,0,,0.0,0.05519943019943019943
180,2018_Denmark,2018,226.0,2.0,5.0,15.0,Denmark,Rasmussen,Higher Ground,English,Traditional,0.0,Male,1,B Minor,5,82.0,85.0,47.0,42.0,2.0,0.0,13.0,4.0,4,0,0,0,1.0,188.0,38.0,32.0,8.0,9.0,5.0,164.0,40.0,204.0,0,0,0.0,1.0,0.19868024132730015083
181,2018_Russia,2018,,2.0,6.0,,Russia,Julia Samoylova,I Won't Break,English,Pop,,Female,1,Ab Minor,9,91.0,80.0,52.0,11.0,0.0,81.0,11.0,3.0,2,3,0,0,0.0,,,,,,15.0,51.0,14.0,65.0,0,0,,0.0,0.32356433506044905009
182,2018_Moldova,2018,209.0,2.0,7.0,19.0,Moldova,DoReDoS,My Lucky Day,English,Pop,0.0,Mix,3,B Minor,5,122.0,87.0,74.0,82.0,1.0,0.0,32.0,7.0,3,0,0,0,1.0,115.0,94.0,23.0,13.0,10.0,3.0,153.0,82.0,235.0,0,0,0.0,0.0,0.18179657794676806084
183,2018_Netherlands,2018,121.0,2.0,8.0,23.0,Netherlands,Waylon,Outlaw in 'Em,English,Rock,0.0,Male,1,B Minor,6,87.0,88.0,58.0,73.0,6.0,0.0,34.0,5.0,0,0,4,1,1.0,32.0,89.0,7.0,18.0,18.0,7.0,47.0,127.0,174.0,0,0,0.0,0.0,0.19179443498012492902
184,2018_Australia,2018,99.0,2.0,9.0,16.0,Australia,Jessica Mauboy,We Got Love,English,Pop,0.0,Female,1,G Major,4,114.0,82.0,61.0,30.0,0.0,0.0,23.0,7.0,0,0,0,0,1.0,9.0,90.0,3.0,17.0,20.0,4.0,82.0,130.0,212.0,0,0,0.0,1.0,0.25276806526806526807
185,2018_Georgia,2018,,2.0,10.0,,Georgia,EthnoJazz Band Iriao,For You,Georgian,Pop,,Male,3,A Minor,6,121.0,56.0,27.0,21.0,55.0,0.0,21.0,4.0,0,0,2,0,0.0,,,,,,18.0,13.0,11.0,24.0,0,0,,2.0,0.16753472222222222222
186,2018_Poland,2018,,2.0,11.0,,Poland,Gromee feat. Lukas Meijer,Light Me Up,English,Dance,,Male,1,Bb Major,6,123.0,74.0,55.0,46.0,11.0,0.0,14.0,5.0,1,3,1,0,0.0,,,,,,14.0,60.0,21.0,81.0,0,0,,4.0,0.12793542074363992172
187,2018_Malta,2018,,2.0,12.0,,Malta,Christabelle,Taboo,English,Pop,,Female,1,G Major,6,122.0,62.0,64.0,15.0,20.0,0.0,63.0,4.0,1,0,0,0,0.0,,,0.0,0.0,,13.0,8.0,93.0,101.0,0,0,,0.0,0.21326106000876040298
188,2018_Hungary,2018,93.0,2.0,13.0,21.0,Hungary,AWS,Viszlát Nyár,Hungarian,Rock,0.0,Male,1,Eb Minor,3,164.0,94.0,33.0,34.0,0.0,0.0,19.0,6.0,0,0,4,0,1.0,65.0,28.0,15.0,7.0,21.0,10.0,88.0,23.0,111.0,0,0,0.0,3.0,0.14981919789612097304
189,2018_Latvia,2018,,2.0,14.0,,Latvia,Laura Rizzotto,Funny Girl,English,Pop,,Female,1,C Major,6,118.0,52.0,69.0,10.0,40.0,0.0,13.0,5.0,0,0,0,0,0.0,,,,,,12.0,14.0,92.0,106.0,0,0,,1.0,0.22116324535679374389
190,2018_Sweden,2018,274.0,2.0,15.0,20.0,Sweden,Benjamin Ingrosso,Dance You Off,English,Pop,0.0,Male,1,Ab Major,5,109.0,69.0,73.0,76.0,10.0,0.0,11.0,7.0,0,0,0,0,1.0,21.0,253.0,7.0,35.0,7.0,2.0,83.0,171.0,254.0,0,0,0.0,0.0,0.28075333757151938970
191,2018_Montenegro,2018,,2.0,16.0,,Montenegro,Vanja Radovanovic,Inje,Montenegrin,Rock,,Male,1,Fs Minor,6,79.0,45.0,49.0,34.0,39.0,0.0,55.0,3.0,4,0,1,0,0.0,,,,,,16.0,17.0,23.0,40.0,0,0,,1.0,0.08766233766233766234
192,2018_Slovenia,2018,64.0,2.0,17.0,3.0,Slovenia,Lea Sirk,"Hvala, ne!",Slovene,Pop,0.0,Female,1,Db Major,8,140.0,60.0,81.0,36.0,1.0,0.0,10.0,5.0,4,0,0,0,1.0,23.0,41.0,4.0,12.0,22.0,8.0,65.0,67.0,132.0,0,0,0.0,4.0,0.11302395209580838323
193,2018_Ukraine,2018,130.0,2.0,18.0,1.0,Ukraine,Melovin,Under the Ladder,English,Dance,0.0,Male,1,Bb Minor,8,140.0,74.0,53.0,33.0,0.0,92.0,10.0,3.0,0,4,0,1,1.0,119.0,11.0,18.0,2.0,17.0,6.0,114.0,65.0,179.0,0,0,1.0,2.0,0.31150234741784037559
194,2018_Portugal,2018,39.0,,,8.0,Portugal,Claudia Pascoal,O jardim,Portuguese,Pop,1.0,Female,1,Bb Major,10,120.0,31.0,50.0,10.0,84.0,0.0,28.0,4.0,0,1,0,0,,18.0,21.0,2.0,5.0,26.0,,,,,0,1,0.0,1.0,0.14422779325286289075
195,2018_United Kingdom,2018,48.0,,,9.0,United Kingdom,SuRie,Storm,English,Pop,1.0,Female,1,Bb Major,7,116.0,72.0,65.0,38.0,2.0,0.0,22.0,4.0,0,0,0,0,,25.0,23.0,7.0,6.0,24.0,,,,,0,0,0.0,2.0,0.21160032167269802975
196,2018_Germany,2018,340.0,,,11.0,Germany,Michael Schulte,You Let Me Walk Alone,English,Pop,1.0,Male,1,B Major,10,75.0,28.0,45.0,42.0,78.0,0.0,10.0,3.0,0,0,0,0,,136.0,204.0,29.0,30.0,4.0,,,,,0,0,0.0,0.0,0.16555217831813576494
197,2018_France,2018,173.0,,,13.0,France,Madame Monsieur,Mercy,French,Pop,1.0,Female,1,E Minor,7,97.0,54.0,65.0,17.0,7.0,0.0,58.0,5.0,0,0,1,0,,59.0,114.0,13.0,21.0,13.0,,,,,0,0,0.0,4.0,0.19024290671565625638
198,2018_Italy,2018,308.0,,,26.0,Italy,Ermal Meta & Fabrizio Moro,Non mi avete fatto niente,Italian,Pop,1.0,Male,2,Fs Major,5,90.0,88.0,57.0,76.0,34.0,0.0,16.0,5.0,0,0,0,0,,249.0,59.0,35.0,11.0,5.0,,,,,0,0,0.0,4.0,0.27421524663677130045
199,2018_Spain,2018,61.0,,,2.0,Spain,Amaia & Alfred,Tu Canción,Spanish,Pop,1.0,Mix,2,C Major,8,120.0,31.0,48.0,26.0,87.0,0.0,10.0,3.0,0,0,0,0,,18.0,43.0,3.0,10.0,23.0,,,,,0,0,0.0,0.0,0.15270935960591133005
200,2017_Sweden,2017,344.0,1.0,1.0,24.0,Sweden,Robin Bengtsson,I Can't Go On,English,Pop,0.0,Male,1,E Minor,5,109.0,67.0,74.0,46.0,3.0,0.0,14.0,5.0,4,0,0,0,1.0,126.0,218.0,35.0,33.0,5.0,3.0,103.0,124.0,227.0,0,0,0.0,5.0,0.28075333757151938970
201,2017_Georgia,2017,,1.0,2.0,,Georgia,Tamara Gachechiladze,Keep the Faith,English,Pop,,Female,1,G Minor,6,132.0,67.0,27.0,19.0,15.0,0.0,10.0,6.0,0,0,0,0,0.0,,,,,,11.0,37.0,62.0,99.0,0,0,,1.0,0.16753472222222222222
202,2017_Australia,2017,173.0,1.0,3.0,14.0,Australia,Isaiah,Don't Come Easy,English,Pop,0.0,Male,1,B Minor,4,79.0,63.0,33.0,55.0,26.0,0.0,27.0,5.0,0,0,0,0,1.0,2.0,171.0,1.0,29.0,9.0,6.0,21.0,139.0,160.0,0,0,0.0,4.0,0.25276806526806526807
203,2017_Albania,2017,,1.0,4.0,,Albania,Lindita,World,English,Pop,,Female,1,C Major,5,85.0,77.0,42.0,30.0,14.0,0.0,29.0,4.0,0,4,0,0,0.0,,,,,,14.0,38.0,38.0,76.0,0,0,,1.0,0.13338989441930618401
204,2017_Belgium,2017,363.0,1.0,5.0,23.0,Belgium,Blanche,City Lights,English,Pop,0.0,Female,1,C Minor,9,130.0,45.0,61.0,15.0,24.0,0.0,21.0,3.0,0,0,0,0,1.0,255.0,108.0,40.0,21.0,4.0,4.0,125.0,40.0,165.0,0,0,0.0,0.0,0.16814345991561181435
205,2017_Montenegro,2017,,1.0,6.0,,Montenegro,Slavko Kalezic,Space,English,Pop,,Male,1,A Minor,4,120.0,94.0,58.0,54.0,1.0,0.0,11.0,9.0,0,0,0,0,0.0,,,,,,16.0,39.0,17.0,56.0,0,0,,0.0,0.08766233766233766234
206,2017_Finland,2017,,1.0,7.0,,Finland,Norma John,Blackbird,English,Ballad,,Female,1,D Major,11,81.0,33.0,28.0,12.0,85.0,8.0,14.0,3.0,0,0,1,0,0.0,,,,,,12.0,51.0,41.0,92.0,0,0,,2.0,0.13773840022772559066
207,2017_Azerbaijan,2017,120.0,1.0,8.0,12.0,Azerbaijan,Dihaj,Skeletons,English,Pop,0.0,Female,1,Fs Minor,7,91.0,65.0,47.0,30.0,4.0,0.0,10.0,4.0,1,4,0,0,1.0,42.0,78.0,6.0,14.0,14.0,8.0,63.0,87.0,150.0,0,0,0.0,1.0,0.24039067422810333963
208,2017_Portugal,2017,758.0,1.0,9.0,11.0,Portugal,Salvador Sobral,Amar pelos dois,Portuguese,Ballad,0.0,Male,1,F Major,18,88.0,10.0,21.0,17.0,85.0,0.0,26.0,3.0,0,0,0,0,1.0,376.0,382.0,41.0,39.0,1.0,1.0,197.0,173.0,370.0,0,0,1.0,2.0,0.14422779325286289075
209,2017_Greece,2017,77.0,1.0,10.0,15.0,Greece,Demy,This Is Love,English,Pop,0.0,Female,1,A Minor,8,128.0,68.0,54.0,22.0,0.0,0.0,11.0,3.0,2,0,0,0,1.0,29.0,48.0,6.0,7.0,19.0,10.0,54.0,61.0,115.0,0,0,0.0,1.0,0.21553453711665233591
210,2017_Poland,2017,64.0,1.0,11.0,2.0,Poland,Kasia Mos,Flashlight,English,Pop,0.0,Female,1,D Major,6,120.0,68.0,44.0,19.0,6.0,0.0,37.0,5.0,0,0,1,0,1.0,41.0,23.0,11.0,7.0,22.0,9.0,69.0,50.0,119.0,0,0,0.0,0.0,0.12793542074363992172
211,2017_Moldova,2017,374.0,1.0,12.0,7.0,Moldova,Sunstroke Project,Hey Mamma,English,Dance,0.0,Male,1,Bb Minor,6,110.0,81.0,83.0,64.0,24.0,1.0,7.0,11.0,0,3,2,0,1.0,264.0,110.0,38.0,19.0,3.0,2.0,180.0,111.0,291.0,0,0,0.0,4.0,0.18179657794676806084
212,2017_Czech Republic,2017,,1.0,14.0,,Czech Republic,Martina Barta,My Turn,English,Pop,,Female,1,G Major,6,86.0,42.0,36.0,16.0,44.0,0.0,31.0,4.0,0,0,0,0,0.0,,,,,,13.0,2.0,81.0,83.0,0,0,,1.0,0.13194444444444444444
213,2017_Cyprus,2017,68.0,1.0,15.0,19.0,Cyprus,Hovig,Gravity,English,Pop,0.0,Male,1,Bb Minor,7,75.0,73.0,59.0,72.0,4.0,0.0,11.0,9.0,2,0,0,0,1.0,32.0,36.0,6.0,7.0,21.0,5.0,103.0,61.0,164.0,0,0,0.0,5.0,0.16113245517746066593
214,2017_Armenia,2017,79.0,1.0,16.0,5.0,Armenia,Artsvik,Fly with Me,English,Pop,0.0,Female,1,E Minor,5,90.0,80.0,58.0,33.0,79.0,6.0,8.0,15.0,2,0,0,0,1.0,21.0,58.0,5.0,16.0,18.0,7.0,65.0,87.0,152.0,0,0,0.0,0.0,0.20807399723374827109
215,2017_Slovenia,2017,,1.0,17.0,,Slovenia,Omar Naber,On My Way,English,Ballad,,Male,1,D Major,6,67.0,55.0,42.0,14.0,30.0,0.0,52.0,4.0,0,0,0,0,0.0,,,,,,17.0,20.0,16.0,36.0,0,0,,1.0,0.11302395209580838323
216,2017_Latvia,2017,,1.0,18.0,,Latvia,Triana Park,Line,English,Pop,,Female,1,Ab Minor,7,126.0,64.0,71.0,36.0,1.0,0.0,19.0,4.0,0,0,3,0,0.0,,,,,,18.0,20.0,1.0,21.0,0,0,,2.0,0.22116324535679374389
217,2017_Austria,2017,93.0,2.0,2.0,4.0,Austria,Nathan Trent,Running on Air,English,Pop,,Male,1,A Major,5,90.0,54.0,71.0,54.0,11.0,0.0,23.0,3.0,0,4,0,0,1.0,0.0,93.0,0.0,24.0,16.0,7.0,32.0,115.0,147.0,0,0,0.0,5.0,0.15319634703196347032
218,2017_Malta,2017,,2.0,4.0,,Malta,Claudia Faniello,Breathlessly,English,Ballad,,Female,1,Db Major,6,76.0,48.0,52.0,19.0,66.0,0.0,9.0,3.0,0,0,0,0,0.0,,,,,,16.0,0.0,55.0,55.0,0,0,,4.0,0.21326106000876040298
219,2017_Romania,2017,282.0,2.0,5.0,20.0,Romania,Ilinca ft. Alex Florea,Yodel It!,English,Pop,0.0,Mix,2,Bb Major,5,174.0,91.0,45.0,77.0,1.0,0.0,12.0,15.0,0,1,0,0,1.0,224.0,58.0,38.0,11.0,7.0,6.0,148.0,26.0,174.0,0,0,0.0,4.0,0.16539115646258503401
220,2017_Netherlands,2017,150.0,2.0,6.0,6.0,Netherlands,O'G3NE,Lights and Shadows,English,Pop,0.0,Female,3,Fs Major,5,128.0,73.0,41.0,51.0,22.0,0.0,14.0,8.0,0,0,0,0,1.0,15.0,135.0,5.0,25.0,11.0,4.0,51.0,149.0,200.0,0,0,0.0,0.0,0.19179443498012492902
221,2017_Hungary,2017,200.0,2.0,7.0,8.0,Hungary,Joci Papai,Origo,Hungarian,Traditional,0.0,Male,1,A Minor,6,108.0,73.0,55.0,45.0,58.0,0.0,48.0,22.0,1,0,0,0,1.0,152.0,48.0,33.0,10.0,8.0,2.0,165.0,66.0,231.0,0,0,0.0,1.0,0.14981919789612097304
222,2017_Denmark,2017,77.0,2.0,8.0,10.0,Denmark,Anja,Where I Am,English,Pop,0.0,Female,1,Bb Minor,5,91.0,75.0,40.0,65.0,4.0,0.0,49.0,13.0,0,0,0,0,1.0,8.0,69.0,1.0,14.0,20.0,10.0,5.0,96.0,101.0,0,0,0.0,4.0,0.19868024132730015083
223,2017_Ireland,2017,,2.0,9.0,,Ireland,Brendan Murray,Dying to Try,English,Ballad,,Male,1,F Minor,7,164.0,48.0,44.0,19.0,63.0,0.0,11.0,3.0,0,0,0,0,0.0,,,,,,13.0,41.0,45.0,86.0,0,0,,4.0,0.26095060577819198509
224,2017_San Marino,2017,,2.0,10.0,,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,English,Pop,,Mix,2,G Minor,4,140.0,94.0,71.0,57.0,8.0,0.0,12.0,1.0,3,0,0,0,0.0,,,,,,18.0,1.0,0.0,1.0,0,0,,5.0,0.05519943019943019943
225,2017_Croatia,2017,128.0,2.0,11.0,13.0,Croatia,Jacques Houdek,My Friend,"English, Italian",Opera,0.0,Male,1,C Major,6,138.0,65.0,42.0,30.0,21.0,0.0,17.0,5.0,0,3,2,0,1.0,103.0,25.0,21.0,6.0,13.0,8.0,104.0,37.0,141.0,0,0,0.0,5.0,0.16737770193401592719
226,2017_Norway,2017,158.0,2.0,12.0,17.0,Norway,JOWST,Grab the Moment,English,Pop,0.0,Male,1,E Minor,7,104.0,61.0,69.0,32.0,12.0,0.0,9.0,9.0,0,0,3,0,1.0,29.0,129.0,8.0,24.0,10.0,5.0,52.0,137.0,189.0,0,0,0.0,5.0,0.19193803708729081863
227,2017_Switzerland,2017,,2.0,13.0,,Switzerland,Timebelle,Apollo,English,Pop,,Female,1,Bb Major,6,87.0,56.0,61.0,28.0,11.0,0.0,11.0,9.0,0,0,2,0,0.0,,,,,,12.0,49.0,48.0,97.0,0,0,,1.0,0.19842683288809735827
228,2017_Belarus,2017,83.0,2.0,14.0,3.0,Belarus,Naviband,Story of My Life,Belarusian,Pop,0.0,Mix,2,E Major,4,155.0,97.0,46.0,43.0,2.0,0.0,40.0,8.0,0,0,0,1,1.0,33.0,50.0,9.0,11.0,17.0,9.0,55.0,55.0,110.0,0,0,0.0,2.0,0.10798611111111111111
229,2017_Bulgaria,2017,615.0,2.0,15.0,25.0,Bulgaria,Kristian Kostov,Beautiful Mess,English,Pop,0.0,Male,1,C Minor,8,126.0,51.0,41.0,21.0,42.0,0.0,11.0,4.0,0,0,0,0,1.0,337.0,278.0,41.0,38.0,2.0,1.0,204.0,199.0,403.0,0,0,0.0,4.0,0.31490384615384615385
230,2017_Lithuania,2017,,2.0,16.0,,Lithuania,Fusedmarc,Rain of Revolution,English,Pop,,Female,1,Db Major,5,101.0,79.0,66.0,30.0,4.0,0.0,12.0,6.0,0,4,1,0,0.0,,,,,,17.0,25.0,17.0,42.0,0,0,,5.0,0.12592910234419668382
231,2017_Estonia,2017,,2.0,17.0,,Estonia,Koit Toome and Laura,Verona,English,Pop,,Mix,2,D Minor,4,111.0,82.0,61.0,29.0,1.0,0.0,35.0,3.0,0,0,0,0,0.0,,,,,,14.0,69.0,16.0,85.0,0,0,,0.0,0.20733788395904436860
232,2017_Israel,2017,39.0,2.0,18.0,1.0,Israel,IMRI,I Feel Alive,English,Pop,0.0,Male,1,C Minor,3,128.0,92.0,69.0,43.0,2.0,2.0,5.0,5.0,5,0,0,0,1.0,5.0,34.0,3.0,8.0,23.0,3.0,132.0,75.0,207.0,0,0,1.0,3.0,0.23580276705276705277
233,2017_Italy,2017,334.0,,,9.0,Italy,Francesco Gabbani,Occidentali's Karma,Italian,Pop,1.0,Male,1,Bb Major,4,114.0,83.0,67.0,58.0,4.0,0.0,11.0,8.0,1,4,0,0,,208.0,126.0,36.0,20.0,6.0,,,,,1,0,0.0,0.0,0.27421524663677130045
234,2017_Spain,2017,5.0,,,16.0,Spain,Manel Navarro,Do It for Your Lover,"Spanish, English",Pop,1.0,Male,1,G Major,4,170.0,77.0,66.0,88.0,1.0,0.0,11.0,5.0,0,0,3,1,,5.0,0.0,1.0,0.0,26.0,,,,,0,0,0.0,5.0,0.15270935960591133005
235,2017_United Kingdom,2017,111.0,,,18.0,United Kingdom,Lucie Jones,Never Give Up on You,English,Ballad,1.0,Female,1,F Major,8,128.0,37.0,41.0,25.0,40.0,0.0,32.0,4.0,0,0,0,0,,12.0,99.0,4.0,21.0,15.0,,,,,0,0,0.0,0.0,0.21160032167269802975
236,2017_Germany,2017,6.0,,,21.0,Germany,Levina,Perfect Life,English,Pop,1.0,Female,1,Eb Major,6,124.0,70.0,81.0,52.0,38.0,0.0,13.0,5.0,0,0,0,0,,3.0,3.0,1.0,1.0,25.0,,,,,0,0,0.0,5.0,0.16555217831813576494
237,2017_Ukraine,2017,36.0,,,22.0,Ukraine,O.Torvald,Time,English,Rock,1.0,Male,1,Db Minor,5,102.0,90.0,57.0,31.0,0.0,0.0,12.0,8.0,0,1,4,1,,24.0,12.0,6.0,3.0,24.0,,,,,0,1,0.0,0.0,0.31150234741784037559
238,2016_Finland,2016,,1.0,1.0,,Finland,Sandhja,Sing It Away,English,Pop,,Female,1,G Minor,5,126.0,90.0,65.0,58.0,0.0,3.0,15.0,8.0,0,5,0,0,0.0,,,,,,15.0,16.0,35.0,51.0,0,0,,5.0,0.13773840022772559066
239,2016_Moldova,2016,,1.0,3.0,,Moldova,Lidia Isac,Falling Stars,English,Pop,,Female,1,Ab Major,7,126.0,82.0,63.0,30.0,5.0,0.0,2.0,4.0,1,0,0,0,0.0,,,,,,17.0,9.0,24.0,33.0,0,0,,4.0,0.18179657794676806084
240,2016_Hungary,2016,108.0,1.0,4.0,5.0,Hungary,Freddie,Pioneer,English,Pop,0.0,Male,1,C Minor,8,72.0,59.0,51.0,28.0,0.0,96.0,11.0,3.0,0,3,1,0,1.0,56.0,52.0,16.0,12.0,19.0,4.0,119.0,78.0,197.0,0,0,0.0,0.0,0.14981919789612097304
241,2016_Croatia,2016,73.0,1.0,5.0,17.0,Croatia,Nina Kraljic,Lighthouse,English,Pop,0.0,Female,1,Bb Minor,5,116.0,54.0,60.0,36.0,23.0,0.0,21.0,4.0,0,4,0,0,1.0,33.0,40.0,5.0,11.0,23.0,10.0,53.0,80.0,133.0,0,0,1.0,0.0,0.16737770193401592719
242,2016_Netherlands,2016,153.0,1.0,6.0,3.0,Netherlands,Douwe Bob,Slow Down,English,Pop,0.0,Male,1,B Minor,5,124.0,79.0,60.0,62.0,5.0,0.0,6.0,3.0,0,0,5,1,1.0,39.0,114.0,8.0,22.0,11.0,5.0,95.0,102.0,197.0,0,0,1.0,2.0,0.19179443498012492902
243,2016_Armenia,2016,249.0,1.0,7.0,26.0,Armenia,Iveta Mukuchyan,LoveWave,English,Pop,0.0,Female,1,F Minor,8,120.0,72.0,53.0,31.0,8.0,0.0,11.0,5.0,0,0,0,0,1.0,134.0,115.0,21.0,21.0,7.0,2.0,116.0,127.0,243.0,0,0,0.0,4.0,0.20807399723374827109
244,2016_San Marino,2016,,1.0,8.0,,San Marino,Serhat,I Didn't Know,English,Pop,,Male,1,Fs Minor,7,123.0,70.0,68.0,54.0,3.0,0.0,13.0,5.0,0,5,0,0,0.0,,,,,,12.0,49.0,19.0,68.0,0,0,,4.0,0.05519943019943019943
245,2016_Russia,2016,491.0,1.0,9.0,18.0,Russia,Sergey Lazarev,You Are the Only One,English,Pop,0.0,Male,1,B Minor,5,128.0,89.0,63.0,28.0,4.0,0.0,9.0,6.0,0,0,0,0,1.0,361.0,130.0,41.0,20.0,3.0,1.0,194.0,148.0,342.0,1,0,0.0,1.0,0.32356433506044905009
246,2016_Czech Republic,2016,41.0,1.0,10.0,2.0,Czech Republic,Gabriela Guncikova,I Stand,English,Pop,0.0,Female,1,G Minor,6,103.0,59.0,17.0,17.0,0.0,0.0,31.0,4.0,0,0,0,0,1.0,0.0,41.0,0.0,11.0,25.0,9.0,41.0,120.0,161.0,0,0,0.0,4.0,0.13194444444444444444
247,2016_Cyprus,2016,96.0,1.0,11.0,14.0,Cyprus,Minus One,Alter Ego,English,Rock,0.0,Male,1,Bb Minor,4,130.0,91.0,48.0,59.0,1.0,0.0,10.0,5.0,0,0,4,0,1.0,53.0,43.0,11.0,10.0,21.0,8.0,93.0,71.0,164.0,0,0,0.0,0.0,0.16113245517746066593
248,2016_Azerbaijan,2016,117.0,1.0,14.0,4.0,Azerbaijan,Samra,Miracle,English,Pop,0.0,Female,1,F Minor,3,96.0,76.0,58.0,34.0,5.0,0.0,14.0,4.0,0,4,0,0,1.0,73.0,44.0,13.0,11.0,17.0,6.0,93.0,92.0,185.0,0,0,0.0,0.0,0.24039067422810333963
249,2016_Iceland,2016,,1.0,16.0,,Iceland,Greta SalOme,Hear Them Calling,English,Pop,,Female,1,D Minor,11,134.0,54.0,54.0,29.0,4.0,0.0,25.0,8.0,0,0,0,0,0.0,,,,,,14.0,24.0,27.0,51.0,0,0,,2.0,0.16759259259259259259
250,2016_Malta,2016,153.0,1.0,18.0,22.0,Malta,Ira Losco,Walk on Water,English,Pop,0.0,Female,1,Eb Minor,5,124.0,81.0,38.0,18.0,0.0,0.0,13.0,5.0,1,0,0,0,1.0,16.0,137.0,3.0,23.0,12.0,3.0,54.0,155.0,209.0,0,0,0.0,0.0,0.21326106000876040298
