,year_country,year,final_total_points,semi_final,semi_draw_position,final_draw_position,country,artist_name,song_name,language,style,direct_qualifier_10,gender,main_singers,key,loudness_db,beats_per_min,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,backing_dancers,backing_singers,backing_instruments,instrument_10,qualified_10,final_televote_points,final_jury_points,final_televote_votes,final_jury_votes,final_place,semi_place,semi_televote_points,semi_jury_points,semi_total_points,favourite_10,host_10,lgbtqia+,normal_cluster,point_ratio
82,2021_North Macedonia,2021,,1.0,6.0,,North Macedonia,Vasil,Here I Stand,English,Ballad,,Male,1,G Major,11,138.0,20.0,32.0,13.0,51.0,0.0,32.0,4.0,0,0,0,0,0.0,,,,,,15.0,11.0,12.0,23.0,0,0,,5.0,0.13973740621650589496
83,2021_Ireland,2021,,1.0,7.0,,Ireland,Lesley Roy,Maps,English,Pop,,Female,1,G Major,7,143.0,83.0,54.0,55.0,2.0,0.0,36.0,4.0,0,0,0,0,0.0,,,,,,16.0,4.0,16.0,20.0,0,0,,4.0,0.26095060577819198509
84,2021_Cyprus,2021,94.0,1.0,8.0,1.0,Cyprus,Elena Tsagrinou,El Diablo,English,Pop,0.0,Female,1,A Minor,8,114.0,66.0,66.0,62.0,0.0,0.0,84.0,13.0,4,0,0,0,1.0,44.0,50.0,7.0,11.0,16.0,6.0,78.0,92.0,170.0,0,0,0.0,2.0,0.16113245517746066593
85,2021_Norway,2021,75.0,1.0,9.0,22.0,Norway,Tix,Fallen Angel,English,Pop,0.0,Male,1,Cs Major,5,93.0,65.0,54.0,28.0,7.0,0.0,11.0,3.0,4,0,0,0,1.0,60.0,15.0,16.0,5.0,18.0,10.0,77.0,38.0,115.0,0,0,0.0,0.0,0.19193803708729081863
86,2021_Croatia,2021,,1.0,10.0,,Croatia,Albina,Tick-Tock,"English, Croatian",Pop,,Female,1,E Minor,5,126.0,76.0,77.0,76.0,5.0,0.0,34.0,4.0,4,0,0,0,0.0,,,,,,11.0,53.0,57.0,110.0,0,0,,4.0,0.16737770193401592719
87,2021_Belgium,2021,74.0,1.0,11.0,4.0,Belgium,Hooverphonic,The Wrong Place,English,Ballad,0.0,Female,1,F Major,4,80.0,73.0,49.0,25.0,5.0,0.0,16.0,4.0,0,1,3,0,1.0,3.0,71.0,2.0,17.0,19.0,9.0,47.0,70.0,117.0,0,0,0.0,5.0,0.16814345991561181435
88,2021_Israel,2021,93.0,1.0,12.0,3.0,Israel,Eden Alene,Set Me Free,English,Pop,0.0,Female,1,Cs Minor,7,107.0,66.0,75.0,47.0,28.0,0.0,10.0,8.0,4,0,0,0,1.0,20.0,73.0,4.0,17.0,17.0,5.0,93.0,99.0,192.0,0,0,0.0,2.0,0.23580276705276705277
89,2021_Romania,2021,,1.0,13.0,,Romania,Roxen,Amnesia,English,Ballad,,Female,1,Bb Minor,6,120.0,69.0,58.0,25.0,13.0,0.0,16.0,14.0,5,0,0,0,0.0,,,,,,12.0,27.0,58.0,85.0,0,0,,2.0,0.16539115646258503401
90,2021_Azerbaijan,2021,65.0,1.0,14.0,21.0,Azerbaijan,Efendi,Mata Hari,English,Pop,0.0,Female,1,E Minor,6,100.0,68.0,71.0,46.0,1.0,0.0,26.0,4.0,4,0,0,0,1.0,33.0,32.0,12.0,9.0,20.0,8.0,91.0,47.0,138.0,0,0,0.0,0.0,0.24039067422810333963
91,2021_Ukraine,2021,364.0,1.0,15.0,19.0,Ukraine,Go_A,Shum,Ukrainian,Traditional,0.0,Female,1,E Major,5,118.0,74.0,53.0,50.0,5.0,0.0,11.0,6.0,2,0,3,0,1.0,267.0,97.0,38.0,19.0,5.0,2.0,164.0,103.0,267.0,0,0,0.0,2.0,0.31150234741784037559
92,2021_Malta,2021,255.0,1.0,16.0,6.0,Malta,Destiny,Je me casse,English,Pop,0.0,Female,1,Ab Minor,4,112.0,87.0,76.0,78.0,15.0,0.0,28.0,11.0,4,0,0,0,1.0,47.0,208.0,15.0,35.0,7.0,1.0,151.0,174.0,325.0,1,0,0.0,0.0,0.21326106000876040298
93,2021_San Marino,2021,50.0,2.0,1.0,,San Marino,Senhit,Adrenalina,English,Dance,,Mix,2,Bb Minor,6,104.0,89.0,67.0,53.0,0.0,0.0,39.0,8.0,4,0,0,0,1.0,13.0,37.0,3.0,7.0,,9.0,42.0,76.0,118.0,0,0,0.0,4.0,0.05519943019943019943
94,2021_Estonia,2021,,2.0,2.0,,Estonia,Uku Suviste,The Lucky One,English,Ballad,,Male,1,Ab Minor,9,176.0,64.0,40.0,41.0,4.0,0.0,9.0,7.0,0,0,0,0,0.0,,,,,,13.0,29.0,29.0,58.0,0,0,,2.0,0.20733788395904436860
95,2021_Czech Republic,2021,,2.0,3.0,,Czech Republic,Benny Cristo,Omaga,English,Ballad,,Male,1,Fs Major,6,122.0,87.0,72.0,89.0,11.0,0.0,34.0,3.0,4,0,0,0,0.0,,,,,,15.0,0.0,23.0,23.0,0,0,,5.0,0.13194444444444444444
96,2021_Greece,2021,170.0,2.0,4.0,10.0,Greece,Stefania,Last Dance,English,Pop,0.0,Female,1,D Minor,5,147.0,91.0,53.0,39.0,2.0,0.0,7.0,4.0,4,0,0,0,1.0,79.0,91.0,11.0,15.0,10.0,6.0,80.0,104.0,184.0,0,0,0.0,5.0,0.21553453711665233591
97,2021_Austria,2021,,2.0,5.0,,Austria,Vincent Bueno,Amen,English,Ballad,,Male,1,Cs Major,10,80.0,38.0,44.0,8.0,1.0,0.0,8.0,4.0,0,0,0,0,0.0,,,,,,12.0,13.0,53.0,66.0,0,0,,2.0,0.15319634703196347032
98,2021_Poland,2021,,2.0,6.0,,Poland,Rafal,The Ride,English,Pop,,Male,1,B Minor,7,132.0,77.0,69.0,93.0,40.0,0.0,25.0,3.0,4,0,0,0,0.0,,,,,,14.0,17.0,18.0,35.0,0,0,,0.0,0.12793542074363992172
99,2021_Moldova,2021,115.0,2.0,7.0,14.0,Moldova,Natalia Gordienko,Sugar,English,Pop,0.0,Female,1,B Minor,7,120.0,76.0,69.0,51.0,0.0,1.0,13.0,5.0,4,0,0,0,1.0,62.0,53.0,11.0,6.0,13.0,7.0,123.0,56.0,179.0,0,0,0.0,0.0,0.18179657794676806084
100,2021_Iceland,2021,378.0,2.0,8.0,,Iceland,Dadi og Gagnamagnio,10 Years,English,Pop,,Male,1,D Minor,7,123.0,62.0,80.0,44.0,1.0,0.0,9.0,4.0,0,2,3,0,1.0,180.0,198.0,29.0,28.0,,2.0,148.0,140.0,288.0,0,0,1.0,4.0,0.16759259259259259259
101,2021_Serbia,2021,102.0,2.0,9.0,8.0,Serbia,Hurricane,Loco Loco,Serbian,Pop,0.0,Female,3,C Major,4,105.0,92.0,65.0,60.0,17.0,0.0,16.0,12.0,0,0,0,0,1.0,82.0,20.0,12.0,3.0,15.0,8.0,68.0,56.0,124.0,0,0,0.0,1.0,0.20875677506775067751
102,2021_Georgia,2021,,2.0,10.0,,Georgia,Tornike Kipiani,You,English,Ballad,,Male,1,C Major,8,134.0,37.0,50.0,12.0,24.0,4.0,19.0,2.0,0,0,0,0,0.0,,,,,,16.0,15.0,1.0,16.0,0,0,,4.0,0.16753472222222222222
103,2021_Albania,2021,57.0,2.0,11.0,2.0,Albania,Anxhela Peristeri,Karma,Albanian,Ballad,0.0,Female,1,G Minor,10,150.0,63.0,52.0,19.0,0.0,0.0,13.0,4.0,0,0,0,0,1.0,35.0,22.0,5.0,4.0,21.0,10.0,38.0,74.0,112.0,0,0,0.0,0.0,0.13338989441930618401
104,2021_Portugal,2021,153.0,2.0,12.0,7.0,Portugal,The Black Mamba,Love Is on My Side,English,Traditional,0.0,Male,1,E Major,7,66.0,42.0,28.0,24.0,34.0,0.0,20.0,3.0,0,0,4,0,1.0,27.0,126.0,6.0,22.0,12.0,4.0,111.0,128.0,239.0,0,0,0.0,1.0,0.14422779325286289075
105,2021_Bulgaria,2021,170.0,2.0,13.0,17.0,Bulgaria,Victoria,Growing Up Is Getting Old,English,Ballad,0.0,Female,1,G Major,8,93.0,18.0,52.0,25.0,69.0,0.0,9.0,3.0,0,0,0,0,1.0,30.0,140.0,5.0,26.0,11.0,3.0,101.0,149.0,250.0,0,0,0.0,5.0,0.31490384615384615385
106,2021_Finland,2021,301.0,2.0,14.0,16.0,Finland,Blind Channel,Dark Side,English,Rock,0.0,Male,2,G Major,4,98.0,96.0,57.0,44.0,0.0,0.0,27.0,11.0,0,1,3,0,1.0,218.0,83.0,37.0,19.0,6.0,5.0,150.0,84.0,234.0,0,0,0.0,2.0,0.13773840022772559066
107,2021_Latvia,2021,,2.0,15.0,,Latvia,Samanta Tina,The Moon Is Rising,English,Ballad,,Female,1,Bb Minor,8,150.0,63.0,66.0,33.0,4.0,0.0,14.0,14.0,3,0,0,0,0.0,,,,,,17.0,10.0,4.0,14.0,0,0,,4.0,0.22116324535679374389
108,2021_Switzerland,2021,432.0,2.0,16.0,11.0,Switzerland,Gjon's Tears,Tout l'univers,French,Ballad,0.0,Male,1,A Minor,9,123.0,37.0,52.0,19.0,83.0,0.0,15.0,3.0,0,0,0,0,1.0,165.0,267.0,34.0,34.0,3.0,1.0,135.0,156.0,291.0,0,0,0.0,5.0,0.19842683288809735827
109,2021_Denmark,2021,,2.0,17.0,,Denmark,Fyr og Flamme,Øve os på hinanden,Danish,Pop,,Male,2,C Major,6,124.0,87.0,68.0,96.0,1.0,0.0,34.0,3.0,0,3,0,1,0.0,,,,,,11.0,80.0,9.0,89.0,0,0,,2.0,0.19868024132730015083
110,2021_Netherlands,2021,11.0,,,23.0,Netherlands,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",Ballad,1.0,Male,1,C Minor,5,95.0,72.0,72.0,54.0,48.0,0.0,23.0,6.0,1,2,0,0,,0.0,11.0,0.0,5.0,11.0,,,,,0,1,1.0,1.0,0.19179443498012492902
111,2021_Spain,2021,6.0,,,13.0,Spain,Blas Canto,Voy a quedarme,Spanish,Ballad,1.0,Male,1,Eb Major,5,76.0,72.0,52.0,36.0,21.0,0.0,8.0,5.0,0,0,0,0,,0.0,6.0,0.0,2.0,24.0,,,,,0,0,1.0,2.0,0.15270935960591133005
112,2021_United Kingdom,2021,0.0,,,9.0,United Kingdom,James Newman,Embers,English,Pop,1.0,Male,1,Fs Major,5,126.0,82.0,68.0,72.0,0.0,0.0,11.0,6.0,0,0,4,0,,0.0,0.0,0.0,0.0,26.0,,,,,0,0,0.0,2.0,0.21160032167269802975
113,2021_Germany,2021,3.0,,,15.0,Germany,Jendrik,I Don't Feel Hate,English,Pop,1.0,Male,1,F Minor,5,114.0,84.0,83.0,75.0,19.0,0.0,3.0,21.0,1,0,3,0,,0.0,3.0,0.0,2.0,25.0,,,,,0,0,1.0,4.0,0.16555217831813576494
114,2021_France,2021,499.0,,,20.0,France,Barbara Pravi,Voilà,French,Ballad,1.0,Female,1,D Minor,9,135.0,34.0,45.0,60.0,77.0,0.0,30.0,6.0,0,0,0,0,,251.0,248.0,38.0,33.0,2.0,,,,,0,0,0.0,5.0,0.19024290671565625638
115,2021_Italy,2021,524.0,,,24.0,Italy,Maneskin,Zitti e buoni,Italian,Rock,1.0,Male,1,E Minor,3,103.0,94.0,63.0,64.0,0.0,0.0,42.0,7.0,0,0,3,0,,318.0,206.0,38.0,28.0,1.0,,,,,0,0,1.0,2.0,0.27421524663677130045
116,2019_Cyprus,2019,109.0,1.0,1.0,11.0,Cyprus,Tamta,Replay,English,Dance,0.0,Female,1,B Minor,5,102.0,68.0,71.0,50.0,5.0,0.0,6.0,7.0,4,0,0,0,1.0,32.0,77.0,4.0,15.0,13.0,9.0,54.0,95.0,149.0,0,0,0.0,4.0,0.16113245517746066593
117,2019_Montenegro,2019,,1.0,2.0,,Montenegro,D mol,Heaven,English,Pop,,Mix,6,D Major,8,92.0,73.0,53.0,47.0,21.0,0.0,31.0,5.0,0,0,0,0,0.0,,,,,,16.0,15.0,31.0,46.0,0,0,,1.0,0.08766233766233766234
118,2019_Finland,2019,,1.0,3.0,,Finland,Darude feat. Sebastian Rejman,Look Away,English,Dance,,Male,1,B Minor,4,126.0,89.0,50.0,48.0,1.0,0.0,15.0,5.0,1,0,1,0,0.0,,,,,,17.0,14.0,9.0,23.0,0,0,,4.0,0.13773840022772559066
119,2019_Poland,2019,,1.0,4.0,,Poland,Tulia,Pali się,"Polish, English",Traditional,,Female,4,A Major,4,96.0,78.0,59.0,78.0,2.0,21.0,64.0,3.0,0,0,0,0,0.0,,,,,,11.0,60.0,60.0,120.0,0,0,,0.0,0.12793542074363992172
120,2019_Slovenia,2019,105.0,1.0,5.0,10.0,Slovenia,Zala Kralj & Gasper santl,Sebi,Slovene,Ballad,0.0,Mix,2,G Minor,7,108.0,65.0,78.0,74.0,18.0,2.0,16.0,4.0,0,0,0,1,1.0,59.0,46.0,13.0,9.0,15.0,6.0,93.0,74.0,167.0,0,0,0.0,1.0,0.11302395209580838323
121,2019_Czech Republic,2019,157.0,1.0,6.0,3.0,Czech Republic,Lake Malawi,Friend of a Friend,English,Pop,0.0,Male,1,A Minor,5,106.0,74.0,70.0,41.0,27.0,0.0,7.0,6.0,0,0,2,0,1.0,7.0,150.0,4.0,26.0,11.0,2.0,85.0,157.0,242.0,0,0,0.0,1.0,0.13194444444444444444
122,2019_Hungary,2019,,1.0,7.0,,Hungary,Joci Pápai,Az én apám,Hungarian,Ballad,,Male,1,Eb Minor,8,96.0,45.0,63.0,33.0,55.0,0.0,10.0,4.0,0,0,0,0,0.0,,,,,,12.0,32.0,65.0,97.0,0,0,,1.0,0.14981919789612097304
123,2019_Belarus,2019,31.0,1.0,8.0,19.0,Belarus,ZENA,Like It,English,Dance,0.0,Female,1,G Minor,8,105.0,80.0,71.0,35.0,29.0,0.0,20.0,5.0,2,2,0,0,1.0,13.0,18.0,2.0,5.0,24.0,10.0,44.0,78.0,122.0,0,0,0.0,4.0,0.10798611111111111111
124,2019_Serbia,2019,89.0,1.0,9.0,23.0,Serbia,Nevena Bozovic,Kruna,Serbian,Ballad,0.0,Female,1,Ab Minor,6,158.0,48.0,20.0,16.0,21.0,0.0,13.0,3.0,0,0,0,0,1.0,54.0,35.0,7.0,8.0,18.0,7.0,65.0,91.0,156.0,0,0,0.0,0.0,0.20875677506775067751
125,2019_Belgium,2019,,1.0,10.0,,Belgium,Eliot,Wake Up,English,Ballad,,Male,1,G Minor,12,145.0,20.0,37.0,23.0,89.0,0.0,9.0,4.0,0,0,2,0,0.0,,,,,,13.0,20.0,50.0,70.0,0,0,,1.0,0.16814345991561181435
126,2019_Georgia,2019,,1.0,11.0,,Georgia,Oto Nemsadze,Keep on Going,Georgian,Traditional,,Male,1,B Minor,5,120.0,70.0,32.0,30.0,49.0,0.0,26.0,4.0,0,5,0,0,0.0,,,,,,14.0,33.0,29.0,62.0,0,0,,4.0,0.16753472222222222222
127,2019_Australia,2019,284.0,1.0,12.0,25.0,Australia,Kate MillerHeidke,Zero Gravity,English,Opera,0.0,Female,1,Fs Major,2,132.0,54.0,46.0,26.0,57.0,0.0,41.0,4.0,2,0,0,0,1.0,131.0,153.0,30.0,24.0,9.0,1.0,140.0,121.0,261.0,0,0,0.0,5.0,0.25276806526806526807
128,2019_Iceland,2019,232.0,1.0,13.0,17.0,Iceland,Hatari,Hatrið mun sigra,Icelandic,Dance,0.0,Mix,2,E Minor,10,110.0,67.0,57.0,48.0,0.0,0.0,9.0,8.0,4,0,0,0,1.0,186.0,46.0,34.0,9.0,10.0,3.0,151.0,70.0,221.0,0,0,0.0,0.0,0.16759259259259259259
129,2019_Estonia,2019,76.0,1.0,14.0,18.0,Estonia,Victor Crone,Storm,English,Pop,0.0,Male,1,D Major,5,128.0,59.0,62.0,29.0,5.0,0.0,8.0,3.0,0,0,0,1,1.0,48.0,28.0,10.0,7.0,20.0,4.0,133.0,65.0,198.0,0,0,0.0,2.0,0.20733788395904436860
130,2019_Portugal,2019,,1.0,15.0,,Portugal,Conan Osíris,Telemóveis,Portuguese,Traditional,,Male,1,G Major,12,123.0,37.0,71.0,24.0,62.0,3.0,8.0,5.0,1,0,0,0,0.0,,,,,,15.0,43.0,8.0,51.0,0,0,,0.0,0.14422779325286289075
131,2019_Greece,2019,74.0,1.0,16.0,13.0,Greece,Katerine Duska,Better Love,English,Pop,0.0,Female,1,Ab Major,5,88.0,69.0,37.0,35.0,1.0,0.0,9.0,6.0,2,3,0,0,1.0,24.0,50.0,3.0,8.0,21.0,5.0,54.0,131.0,185.0,0,0,0.0,4.0,0.21553453711665233591
132,2019_San Marino,2019,77.0,1.0,17.0,7.0,San Marino,Serhat,Say Na Na Na,English,Dance,0.0,Male,1,Db Minor,5,118.0,92.0,68.0,74.0,0.0,0.0,36.0,8.0,0,5,0,0,1.0,65.0,12.0,11.0,3.0,19.0,8.0,124.0,26.0,150.0,0,0,0.0,1.0,0.05519943019943019943
133,2019_Armenia,2019,,2.0,1.0,,Armenia,Srbuk,Walking Out,English,Pop,,Female,1,Db Major,8,130.0,57.0,43.0,17.0,0.0,23.0,10.0,4.0,0,0,0,0,0.0,,,,,,16.0,23.0,26.0,49.0,0,0,,4.0,0.20807399723374827109
134,2019_Ireland,2019,,2.0,2.0,,Ireland,Sarah McTernan,22,English,Pop,,Female,1,C Major,9,125.0,45.0,71.0,67.0,12.0,0.0,65.0,5.0,2,0,0,0,0.0,,,,,,18.0,3.0,13.0,16.0,0,0,,2.0,0.26095060577819198509
135,2019_Moldova,2019,,2.0,3.0,,Moldova,Anna Odobescu,Stay,English,Ballad,,Female,1,C Minor,5,156.0,62.0,42.0,24.0,29.0,0.0,20.0,3.0,1,0,0,0,0.0,,,,,,12.0,27.0,58.0,85.0,0,0,,4.0,0.18179657794676806084
136,2019_Switzerland,2019,364.0,2.0,4.0,24.0,Switzerland,Luca Hanni,She Got Me,English,Dance,0.0,Male,1,B Minor,6,97.0,75.0,66.0,48.0,6.0,0.0,8.0,5.0,4,0,0,0,1.0,212.0,152.0,38.0,28.0,4.0,4.0,137.0,95.0,232.0,0,0,0.0,1.0,0.19842683288809735827
137,2019_Latvia,2019,,2.0,5.0,,Latvia,Carousel,That Night,English,Pop,,Female,1,G Minor,10,93.0,46.0,67.0,51.0,68.0,0.0,9.0,4.0,0,0,3,0,0.0,,,,,,15.0,13.0,37.0,50.0,0,0,,3.0,0.22116324535679374389
138,2019_Romania,2019,,2.0,6.0,,Romania,Ester Peony,On a Sunday,English,Pop,,Female,1,C Minor,6,72.0,49.0,35.0,33.0,13.0,0.0,11.0,6.0,2,2,1,0,0.0,,,,,,13.0,24.0,47.0,71.0,0,0,,2.0,0.16539115646258503401
139,2019_Denmark,2019,120.0,2.0,7.0,6.0,Denmark,Leonora,Love Is Forever,"English, French",Pop,0.0,Female,1,Db Major,5,136.0,42.0,73.0,79.0,58.0,0.0,7.0,3.0,2,2,0,0,1.0,51.0,69.0,13.0,16.0,12.0,10.0,41.0,53.0,94.0,0,0,0.0,0.0,0.19868024132730015083
140,2019_Sweden,2019,334.0,2.0,8.0,9.0,Sweden,John Lundvik,Too Late for Love,English,Ballad,0.0,Male,1,C Major,4,104.0,75.0,40.0,42.0,20.0,0.0,7.0,7.0,0,4,0,0,1.0,93.0,241.0,17.0,32.0,5.0,3.0,88.0,150.0,238.0,0,0,0.0,4.0,0.28075333757151938970
141,2019_Austria,2019,,2.0,9.0,,Austria,PAENDA,Limits,English,Ballad,,Female,1,C Major,12,131.0,36.0,46.0,18.0,81.0,0.0,11.0,6.0,0,0,0,0,0.0,,,,,,17.0,0.0,21.0,21.0,0,0,,5.0,0.15319634703196347032
142,2019_Croatia,2019,,2.0,10.0,,Croatia,Roko,The Dream,"English, Croatian",Ballad,,Male,1,F Minor,10,114.0,60.0,61.0,24.0,49.0,61.0,34.0,3.0,2,0,0,0,0.0,,,,,,14.0,38.0,26.0,64.0,0,0,,0.0,0.16737770193401592719
143,2019_Malta,2019,107.0,2.0,11.0,1.0,Malta,Michela,Chameleon,English,Pop,0.0,Female,1,Bb Minor,4,98.0,70.0,71.0,85.0,28.0,0.0,17.0,7.0,4,0,0,0,1.0,20.0,87.0,4.0,19.0,14.0,8.0,50.0,107.0,157.0,0,0,0.0,1.0,0.21326106000876040298
144,2019_Lithuania,2019,,2.0,12.0,,Lithuania,Jurij Veklenko,Run with the Lions,English,Pop,,Male,1,C Major,7,158.0,64.0,60.0,41.0,1.0,39.0,8.0,5.0,0,0,0,0,0.0,,,,,,11.0,77.0,16.0,93.0,0,0,,1.0,0.12592910234419668382
145,2019_Russia,2019,370.0,2.0,13.0,5.0,Russia,Sergey Lazarev,Scream,English,Ballad,0.0,Male,1,Bb Major,7,92.0,52.0,33.0,26.0,9.0,0.0,8.0,4.0,0,0,0,0,1.0,244.0,126.0,30.0,24.0,3.0,6.0,124.0,93.0,217.0,0,0,0.0,2.0,0.32356433506044905009
146,2019_Albania,2019,90.0,2.0,14.0,2.0,Albania,Jonida Maliqi,Ktheju Tokës,Albanian,Traditional,0.0,Female,1,Db Major,6,117.0,70.0,57.0,58.0,2.0,0.0,21.0,5.0,0,3,0,0,1.0,47.0,43.0,6.0,10.0,17.0,9.0,58.0,38.0,96.0,0,0,0.0,0.0,0.13338989441930618401
147,2019_Norway,2019,331.0,2.0,15.0,15.0,Norway,KEiiNO,Spirit in the Sky,English,Dance,0.0,Mix,3,A Minor,6,122.0,75.0,61.0,36.0,14.0,0.0,11.0,6.0,0,0,0,0,1.0,291.0,40.0,37.0,9.0,6.0,7.0,170.0,40.0,210.0,0,0,1.0,1.0,0.19193803708729081863
148,2019_Netherlands,2019,498.0,2.0,16.0,12.0,Netherlands,Duncan Laurence,Arcade,English,Ballad,0.0,Male,1,A Minor,13,72.0,33.0,45.0,27.0,82.0,0.0,14.0,4.0,0,0,0,1,1.0,261.0,237.0,40.0,32.0,1.0,1.0,140.0,140.0,280.0,1,0,1.0,4.0,0.19179443498012492902
149,2019_North Macedonia,2019,305.0,2.0,17.0,8.0,North Macedonia,Tamara Todevska,Proud,English,Ballad,0.0,Female,1,C Minor,6,92.0,42.0,36.0,28.0,82.0,0.0,14.0,3.0,0,0,0,0,1.0,58.0,247.0,11.0,32.0,7.0,2.0,84.0,155.0,239.0,0,0,0.0,0.0,0.13973740621650589496
150,2019_Azerbaijan,2019,302.0,2.0,18.0,20.0,Azerbaijan,Chingiz,Truth,English,Pop,0.0,Male,1,Ab Minor,7,101.0,62.0,63.0,73.0,5.0,0.0,10.0,4.0,0,0,0,0,1.0,100.0,202.0,26.0,33.0,8.0,5.0,121.0,103.0,224.0,0,0,0.0,4.0,0.24039067422810333963
151,2019_Germany,2019,24.0,,,4.0,Germany,S!sters,Sister,English,Ballad,1.0,Female,2,C Major,9,142.0,45.0,56.0,22.0,39.0,0.0,7.0,4.0,0,0,0,0,,0.0,24.0,0.0,5.0,25.0,,,,,0,0,0.0,5.0,0.16555217831813576494
152,2019_Israel,2019,35.0,,,14.0,Israel,Kobi Marimi,Home,English,Ballad,1.0,Male,1,Ab Major,7,110.0,42.0,55.0,23.0,70.0,0.0,14.0,4.0,0,5,0,0,,35.0,0.0,7.0,0.0,23.0,,,,,0,1,0.0,3.0,0.23580276705276705277
153,2019_United Kingdom,2019,11.0,,,16.0,United Kingdom,Michael Rice,Bigger than Us,English,Ballad,1.0,Male,1,C Major,8,82.0,55.0,52.0,57.0,1.0,0.0,9.0,3.0,0,5,0,0,,3.0,8.0,1.0,5.0,26.0,,,,,0,0,0.0,3.0,0.21160032167269802975
154,2019_France,2019,105.0,,,21.0,France,Bilal Hassani,Roi,"French, English",Pop,1.0,Female,1,Fs Minor,7,140.0,67.0,55.0,54.0,21.0,0.0,12.0,4.0,2,0,0,0,,38.0,67.0,12.0,18.0,16.0,,,,,0,0,1.0,3.0,0.19024290671565625638
155,2019_Italy,2019,472.0,,,22.0,Italy,Mahmood,Soldi,Italian,Pop,1.0,Male,1,Eb Minor,10,95.0,59.0,73.0,35.0,4.0,0.0,31.0,5.0,3,0,0,0,,253.0,219.0,38.0,32.0,2.0,,,,,0,0,0.0,2.0,0.27421524663677130045
156,2019_Spain,2019,54.0,,,26.0,Spain,Miki,La Venda,Spanish,Pop,1.0,Male,1,C Minor,5,148.0,81.0,62.0,80.0,8.0,0.0,33.0,6.0,5,0,0,0,,53.0,1.0,12.0,1.0,22.0,,,,,0,0,0.0,2.0,0.15270935960591133005
157,2018_Azerbaijan,2018,,1.0,1.0,,Azerbaijan,Aisel,X My Heart,English,Pop,0.0,Female,1,Ab Major,10,120.0,77.0,52.0,27.0,0.0,80.0,14.0,3.0,4,0,0,0,0.0,,,,,,11.0,47.0,47.0,94.0,0,0,,1.0,0.24039067422810333963
158,2018_Iceland,2018,,1.0,2.0,,Iceland,Ari Olafsson,Our Choice,English,Ballad,0.0,Male,1,B Major,10,130.0,49.0,48.0,7.0,0.0,92.0,31.0,3.0,0,5,0,0,0.0,,,,,,19.0,0.0,15.0,15.0,0,0,,5.0,0.16759259259259259259
159,2018_Albania,2018,184.0,1.0,3.0,12.0,Albania,Eugent Bushpepa,Mall,Albanian,Rock,0.0,Male,4,E Major,6,95.0,76.0,39.0,41.0,0.0,79.0,12.0,3.0,0,2,3,0,1.0,58.0,126.0,8.0,20.0,11.0,8.0,48.0,114.0,162.0,0,0,0.0,1.0,0.13338989441930618401
160,2018_Belgium,2018,,1.0,4.0,,Belgium,Sennek,A Matter of Time,English,Pop,,Female,1,C Minor,6,88.0,59.0,66.0,59.0,12.0,0.0,20.0,3.0,0,0,0,0,0.0,,,,,,12.0,20.0,71.0,91.0,0,0,,1.0,0.16814345991561181435
161,2018_Czech Republic,2018,281.0,1.0,5.0,14.0,Czech Republic,Mikolas Josef,Lie to Me,English,Pop,0.0,Male,1,Fs Minor,6,106.0,70.0,83.0,64.0,0.0,0.0,36.0,12.0,2,0,0,0,1.0,215.0,66.0,35.0,16.0,6.0,3.0,134.0,98.0,232.0,0,0,0.0,4.0,0.13194444444444444444
162,2018_Lithuania,2018,181.0,1.0,6.0,4.0,Lithuania,Ieva Zasimauskaite,When We're Old,English,Ballad,0.0,Female,1,Bb Major,15,90.0,19.0,34.0,4.0,87.0,85.0,16.0,4.0,0,0,0,0,1.0,91.0,90.0,11.0,17.0,12.0,9.0,62.0,57.0,119.0,0,0,0.0,5.0,0.12592910234419668382
163,2018_Israel,2018,529.0,1.0,7.0,22.0,Israel,Netta,Toy,English,Pop,0.0,Female,1,Eb Minor,5,130.0,71.0,79.0,80.0,7.0,0.0,24.0,7.0,3,0,0,0,1.0,317.0,212.0,39.0,34.0,1.0,1.0,116.0,167.0,283.0,1,0,0.0,4.0,0.23580276705276705277
164,2018_Belarus,2018,,1.0,8.0,,Belarus,Alekseev,Forever,English,Ballad,,Male,1,A Minor,5,117.0,59.0,38.0,41.0,60.0,0.0,20.0,4.0,1,0,0,0,0.0,,,,,,16.0,45.0,20.0,65.0,0,0,,4.0,0.10798611111111111111
165,2018_Estonia,2018,245.0,1.0,9.0,6.0,Estonia,Elina Nechayeva,La forza,Italian,Opera,0.0,Female,1,D Minor,8,94.0,60.0,23.0,26.0,50.0,0.0,27.0,4.0,0,0,0,0,1.0,102.0,143.0,19.0,26.0,8.0,5.0,120.0,81.0,201.0,0,0,0.0,0.0,0.20733788395904436860
166,2018_Bulgaria,2018,166.0,1.0,10.0,18.0,Bulgaria,Equinox,Bones,English,Pop,0.0,Mix,5,Fs Minor,9,88.0,57.0,51.0,43.0,2.0,39.0,11.0,4.0,0,0,0,0,1.0,66.0,100.0,15.0,18.0,14.0,7.0,70.0,107.0,177.0,0,0,0.0,0.0,0.31490384615384615385
