,year,country_name,final_place,betting_odds,performer,song,betting_name,betting_score,page_url,contest_round,country_code,betting_bm_id,betting_sc_id
67,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,BETFAIR*EXCHANGE,1.32,/eurovision/2015/belgium,semi-final-1,Belgium,2,-200
68,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,SPORTINGBET,11.0,/eurovision/2015/belgium,final,Belgium,11,92
69,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,INTERTOPS,7.0,/eurovision/2015/belgium,final,Belgium,17,87
70,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,PADDYPOWER,9.0,/eurovision/2015/belgium,final,Belgium,1,82
71,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,BETFRED,13.0,/eurovision/2015/belgium,final,Belgium,14,76
72,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,BETWAY,8.0,/eurovision/2015/belgium,final,Belgium,19,72
73,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,STANJAMES,5.0,/eurovision/2015/belgium,final,Belgium,16,66
74,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,BWIN,15.0,/eurovision/2015/belgium,final,Belgium,23,43
75,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,MATCHBOOK,18.0,/eurovision/2015/belgium,final,Belgium,24,12
76,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,BETFAIR*EXCHANGE,18.0,/eurovision/2015/belgium,final,Belgium,2,-200
77,2015,Belgium,4.0,10.763157894736842,Loïc Nottet,Rhythm Inside,BETFRED,1.33,/eurovision/2015/belgium,semi-final-1,Belgium,14,155
78,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,UNIBET,126.0,/eurovision/2015/cyprus,final,Cyprus,4,153
79,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETFAIR*EXCHANGE,1.4,/eurovision/2015/cyprus,semi-final-2,Cyprus,2,-200
80,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETVICTOR,1.25,/eurovision/2015/cyprus,semi-final-2,Cyprus,20,59
81,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,SPORTINGBET,1.22,/eurovision/2015/cyprus,semi-final-2,Cyprus,11,68
82,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,YOUWIN,1.25,/eurovision/2015/cyprus,semi-final-2,Cyprus,18,77
83,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,PADDYPOWER,1.25,/eurovision/2015/cyprus,semi-final-2,Cyprus,1,95
84,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,SKYBET,1.29,/eurovision/2015/cyprus,semi-final-2,Cyprus,13,100
85,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,CORAL,1.22,/eurovision/2015/cyprus,semi-final-2,Cyprus,21,104
86,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETFAIRSPORT,1.33,/eurovision/2015/cyprus,semi-final-2,Cyprus,30,111
87,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,TITANBET,1.3,/eurovision/2015/cyprus,semi-final-2,Cyprus,22,118
88,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BOYLESPORTS,1.29,/eurovision/2015/cyprus,semi-final-2,Cyprus,15,145
89,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETFRED,1.36,/eurovision/2015/cyprus,semi-final-2,Cyprus,14,146
90,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETFAIR*EXCHANGE,713.0,/eurovision/2015/cyprus,final,Cyprus,2,-200
91,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,MATCHBOOK,496.0,/eurovision/2015/cyprus,final,Cyprus,24,12
92,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BWIN,101.0,/eurovision/2015/cyprus,final,Cyprus,23,43
93,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,STANJAMES,101.0,/eurovision/2015/cyprus,final,Cyprus,16,66
94,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETWAY,101.0,/eurovision/2015/cyprus,final,Cyprus,19,72
95,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETFRED,101.0,/eurovision/2015/cyprus,final,Cyprus,14,76
96,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,PADDYPOWER,101.0,/eurovision/2015/cyprus,final,Cyprus,1,82
97,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,INTERTOPS,101.0,/eurovision/2015/cyprus,final,Cyprus,17,87
98,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,SPORTINGBET,101.0,/eurovision/2015/cyprus,final,Cyprus,11,92
99,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETFAIRSPORT,126.0,/eurovision/2015/cyprus,final,Cyprus,30,101
100,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,PAF,126.0,/eurovision/2015/cyprus,final,Cyprus,6,103
101,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,TITANBET,126.0,/eurovision/2015/cyprus,final,Cyprus,22,108
102,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BETVICTOR,126.0,/eurovision/2015/cyprus,final,Cyprus,20,124
103,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,SKYBET,126.0,/eurovision/2015/cyprus,final,Cyprus,13,124
104,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,CORAL,151.0,/eurovision/2015/cyprus,final,Cyprus,21,124
105,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BOYLESPORTS,101.0,/eurovision/2015/cyprus,final,Cyprus,15,131
106,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,YOUWIN,151.0,/eurovision/2015/cyprus,final,Cyprus,18,139
107,2015,Cyprus,22.0,169.78947368421052,Karayiannis,One Thing I Should Have Done,BET365,151.0,/eurovision/2015/cyprus,final,Cyprus,5,220
108,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,TITANBET,1.03,/eurovision/2015/estonia,semi-final-1,Estonia,22,105
109,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,INTERTOPS,23.0,/eurovision/2015/estonia,final,Estonia,17,87
110,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,PADDYPOWER,17.0,/eurovision/2015/estonia,final,Estonia,1,82
111,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETFRED,26.0,/eurovision/2015/estonia,final,Estonia,14,76
112,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETWAY,26.0,/eurovision/2015/estonia,final,Estonia,19,72
113,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,STANJAMES,15.0,/eurovision/2015/estonia,final,Estonia,16,66
114,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BWIN,21.0,/eurovision/2015/estonia,final,Estonia,23,43
115,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,MATCHBOOK,27.0,/eurovision/2015/estonia,final,Estonia,24,12
116,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETFAIR*EXCHANGE,27.0,/eurovision/2015/estonia,final,Estonia,2,-200
117,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETFRED,1.03,/eurovision/2015/estonia,semi-final-1,Estonia,14,155
118,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BOYLESPORTS,1.03,/eurovision/2015/estonia,semi-final-1,Estonia,15,143
119,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,SKYBET,1.03,/eurovision/2015/estonia,semi-final-1,Estonia,13,115
120,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,SPORTINGBET,21.0,/eurovision/2015/estonia,final,Estonia,11,92
121,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,YOUWIN,1.02,/eurovision/2015/estonia,semi-final-1,Estonia,18,100
122,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETFAIRSPORT,1.03,/eurovision/2015/estonia,semi-final-1,Estonia,30,95
123,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,CORAL,1.02,/eurovision/2015/estonia,semi-final-1,Estonia,21,80
124,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,SPORTINGBET,1.03,/eurovision/2015/estonia,semi-final-1,Estonia,11,80
125,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,PADDYPOWER,1.02,/eurovision/2015/estonia,semi-final-1,Estonia,1,60
126,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETFAIR*EXCHANGE,1.03,/eurovision/2015/estonia,semi-final-1,Estonia,2,-200
127,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BET365,19.0,/eurovision/2015/estonia,final,Estonia,5,220
128,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,UNIBET,24.0,/eurovision/2015/estonia,final,Estonia,4,153
129,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,YOUWIN,34.0,/eurovision/2015/estonia,final,Estonia,18,139
130,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BOYLESPORTS,23.0,/eurovision/2015/estonia,final,Estonia,15,131
131,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,CORAL,21.0,/eurovision/2015/estonia,final,Estonia,21,124
132,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,SKYBET,21.0,/eurovision/2015/estonia,final,Estonia,13,124
133,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETVICTOR,19.0,/eurovision/2015/estonia,final,Estonia,20,124
134,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,TITANBET,21.0,/eurovision/2015/estonia,final,Estonia,22,108
135,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,PAF,29.0,/eurovision/2015/estonia,final,Estonia,6,103
136,2015,Estonia,7.0,22.68421052631579,Born & Rästa,Goodbye to Yesterday,BETFAIRSPORT,17.0,/eurovision/2015/estonia,final,Estonia,30,101
137,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,PADDYPOWER,151.0,/eurovision/2015/france,final,France,1,82
138,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BETFRED,101.0,/eurovision/2015/france,final,France,14,76
139,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BETWAY,126.0,/eurovision/2015/france,final,France,19,72
140,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,STANJAMES,101.0,/eurovision/2015/france,final,France,16,66
141,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BWIN,201.0,/eurovision/2015/france,final,France,23,43
142,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,MATCHBOOK,496.0,/eurovision/2015/france,final,France,24,12
143,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BETFAIR*EXCHANGE,694.0,/eurovision/2015/france,final,France,2,-200
144,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BET365,151.0,/eurovision/2015/france,final,France,5,220
145,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,UNIBET,126.0,/eurovision/2015/france,final,France,4,153
146,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,YOUWIN,126.0,/eurovision/2015/france,final,France,18,139
147,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BOYLESPORTS,176.0,/eurovision/2015/france,final,France,15,131
148,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,CORAL,151.0,/eurovision/2015/france,final,France,21,124
149,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,SKYBET,126.0,/eurovision/2015/france,final,France,13,124
150,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BETVICTOR,126.0,/eurovision/2015/france,final,France,20,124
151,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,TITANBET,126.0,/eurovision/2015/france,final,France,22,108
152,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,PAF,126.0,/eurovision/2015/france,final,France,6,103
153,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,BETFAIRSPORT,101.0,/eurovision/2015/france,final,France,30,101
154,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,SPORTINGBET,101.0,/eurovision/2015/france,final,France,11,92
155,2015,France,25.0,180.6315789473684,Lisa Angell,N’oubliez pas,INTERTOPS,126.0,/eurovision/2015/france,final,France,17,87
156,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,TITANBET,81.0,/eurovision/2015/georgia,final,Georgia,22,108
157,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BET365,101.0,/eurovision/2015/georgia,final,Georgia,5,220
158,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,UNIBET,81.0,/eurovision/2015/georgia,final,Georgia,4,153
159,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,YOUWIN,151.0,/eurovision/2015/georgia,final,Georgia,18,139
160,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BOYLESPORTS,67.0,/eurovision/2015/georgia,final,Georgia,15,131
161,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,CORAL,101.0,/eurovision/2015/georgia,final,Georgia,21,124
162,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,SKYBET,101.0,/eurovision/2015/georgia,final,Georgia,13,124
163,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BETVICTOR,101.0,/eurovision/2015/georgia,final,Georgia,20,124
164,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,PAF,81.0,/eurovision/2015/georgia,final,Georgia,6,103
165,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BETFAIRSPORT,81.0,/eurovision/2015/georgia,final,Georgia,30,101
166,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,SPORTINGBET,101.0,/eurovision/2015/georgia,final,Georgia,11,92
167,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,INTERTOPS,81.0,/eurovision/2015/georgia,final,Georgia,17,87
168,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,PADDYPOWER,67.0,/eurovision/2015/georgia,final,Georgia,1,82
169,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BETFRED,101.0,/eurovision/2015/georgia,final,Georgia,14,76
170,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BETWAY,81.0,/eurovision/2015/georgia,final,Georgia,19,72
171,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,STANJAMES,51.0,/eurovision/2015/georgia,final,Georgia,16,66
172,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BWIN,67.0,/eurovision/2015/georgia,final,Georgia,23,43
173,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,MATCHBOOK,199.0,/eurovision/2015/georgia,final,Georgia,24,12
174,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BETFAIR*EXCHANGE,285.0,/eurovision/2015/georgia,final,Georgia,2,-200
175,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BETFRED,1.17,/eurovision/2015/georgia,semi-final-1,Georgia,14,155
176,2015,Georgia,11.0,104.15789473684211,Nina Sublatti,Warrior,BOYLESPORTS,1.14,/eurovision/2015/georgia,semi-final-1,Georgia,15,143
